Token,Item Name,Variation Name,SKU,Description,Category,Price,Option Name 1,Option Value 1,Enabled 1,Current Quantity 1,New Quantity 1,Stock Alert Enabled 1,Stock Alert Count 1,Price 1,Enabled 2,Current Quantity 2,New Quantity 2,Stock Alert Enabled 2,Stock Alert Count 2,Price 2,Enabled 3,Current Quantity 3,New Quantity 3,Stock Alert Enabled 3,Stock Alert Count 3,Price 3,Enabled Warehouse,Current Quantity Warehouse,New Quantity Warehouse,Stock Alert Enabled Warehouse,Stock Alert Count Warehouse,Price Warehouse,Tax - Sales Tax (8.25%),Tax - Sales Tax 2 (8.25%)
NOZOCAZHH52MIW6SUOVLZRNZ,Velier Hampden LROK White 750ml,Regular,810852033053,,Rum,65.99,,,Y,0,,Y,0,,Y,1,,,,,Y,0,,,,,Y,0,,,,,Y,Y
SMYKXDGJAR6X4XNK4IYW5CJD,Velier Last Ward 2009 750ml,Regular,810852030007,,Rum,135.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
ZPLBE3E26IKCJLJN2QBX3KDS,Velier Privateer 750ml,Regular,810852033046,,Rum,89.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
YTFJUHOJHBK3G4ARBP3XSAJJ,Velier Rum Foursquare 2013 750ml,Regular,3760272570058,,Rum,84.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
TTKSWEVVNLAHYHWYOYM2YR7R,Velier Worthy Park 2007 750ml,Regular,8108520300029,,Rum,119.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
TGD5TGICXUUNSG52FGRX23QH,Verdadero Blanco 750ml,Regular,850024202313,,Tequila,34.99,,,Y,8,,,,,Y,0,,,,,Y,10,,,,,Y,0,,,,,Y,Y
IVV7SKCBOFX35XSE3572ML72,Verdadero Reposado 750ml,Regular,850024202320,,Tequila,37.99,,,Y,0,,,,,Y,8,,,,,Y,4,,,,,Y,0,,,,,Y,Y
DBKQZUVZFKDC2APV6AM2H6CT,Verde Amaras 200ml,Regular,819749020770,,Mezcal,9.99,,,Y,27,,,,,Y,28,,,,,Y,,,,,,Y,0,,,,,Y,Y
IPJNXJZZJOQLC2EH4XWIBBP4,Verde Amaras 750ml,Regular,819749020008,,Mezcal,32.99,,,Y,4,,,,,Y,13,,,,,Y,6,,Y,0,,Y,32,,,,,Y,N
SDBJCA2MIBSW3UQJ5K7TE7DM,Vergano Bianco 750ml,Regular,815541001702,,Fortified,46.99,,,Y,2,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
CWHRSXUVWYOKEHCHAVP3ZRK6,Vergano Bianco 750ml,Regular,815541001702,,Fortified,46.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
ITHQ5ZQAUZFPIOPWHTFZBFAA,Vergano Chinato Moscato Luli 500ml,Regular,815541001931,,Fortified,47.99,,,Y,0,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
AZB5BOM3WYBCV4GTBY52Q3DT,Vergano Chinato Moscato Luli 500ml,Regular,815541001931,,Fortified,47.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
PEU3HDP34PCSIMURZ2YLHUY5,Vergnano Arancino Blood Orange Liqueur 750ml,Regular,728028185218,,Liqueur,28.99,,,Y,0,,,,,Y,4,,,,,Y,2,,,,,Y,11,,,,,Y,Y
AEDOTGBHR3PSKNG4YVN7DSIO,Vergnano Fragola Strawberry Liqueur 750ml,Regular,728028185270,,Liqueur,28.99,,,Y,0,,,,,Y,1,,,,,Y,1,,,,,Y,9,,,,,Y,Y
RGV67P2L6H4JBS7JQ6HDADG2,Vergnano Maraschino Liqueur 750ml,Regular,728028194487,,Liqueur,28.99,,,Y,0,,,,,Y,5,,,,,Y,1,,,,,Y,10,,,,,Y,Y
G2BLW6ZNEQF7ZNJXWFDLRTAQ,Vermouth Book,Regular,9781581572964,,Books,24.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
RAF37PLXEXMVO4KA77HMBAZE,Very Old Barton 100 Proof 750ml,Regular,080660045153,,Whiskey Bourbon/American,17.99,,,Y,,,,,,Y,3,,Y,0,,Y,,,,,,Y,4,,,,,Y,Y
R46AOLQUMHSDZIHMUZ44ODU3,Very Old Barton 1L,Regular,080660214832,,Whiskey Bourbon/American,16.99,,,Y,21,,,,,Y,,,,,,Y,6,,Y,0,,Y,11,,,,,Y,Y
V7352HNZXX5QOTSTK6K4HCRV,Very Old St. Nick 8y Rye 750ml,Regular,852543006229,,Whiskey Rye,144.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
NTIAYM7QJP6R3T6FQYFISOVG,Veuve Clicquot Brut 750ml,Regular,081753050207,,Bubbles,59.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,8,,,,,Y,Y
MBGS3IDMUJHSAC42RSDOFDMK,Vezer Zinfandel Estate 750ml,Regular,856510005642,,Red New World,28.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,N
SMSXPZLYRVHILNH44ANAYJJ4,Viamora Pinot Grigio 750ml,Regular,632974001389,,White,11.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
JXBFK3XVVWA2HGGOTCOLH6AF,Victor Hugo Merlot 750ml,Regular,691454000090,,Red New World,21.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
6EMARAWYXMSMGX5QATVBXGVC,Victoria Bottles 6 Pack,Regular,080660958811,,Imp Beer,9.99,,,Y,7,,Y,0,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
5V7233QO5CSUJJG4J2ZK4DMT,Victory Golden Monkey Cans 6 Pack,Regular,630279465325,,Craft Beer,13.99,,,Y,5,,Y,0,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
KEIVLXMEEOQRDK5I64VWGB7L,Victory Prima Pils Cans 6 Pack,Regular,630279774328,,Craft Beer,10.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
YSIW43STWC6YPBKHWWARKMYF,Victory Seasonal Bottle 750ml,Regular,630279527757,,Craft Beer,19.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
6PZ3RDUEFGK53LS3JKK4HESF,Victory Sour Monkey Cans 6 Pack,Regular,630279776322,,Craft Beer,14.99,,,Y,5,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
RJB23P2K4LOCV63JANWABQXD,Vieux Carre Absinthe 750ml,Regular,858198001022,,Absinthe,63.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
OWOWI2VAD6TCYCYRKEUUPVK3,Vieux Pontarlier Absinthe 750ml,Regular,094922370891,,Absinthe,71.99,,,Y,3,,,,,Y,3,,Y,0,,Y,1,,,,,Y,7,,,,,Y,Y
4HLHTGLVDWVPANG6FLG6UZXA,Vigne Del Malina Pinot Grigio Ram 750ml,Regular,701197021129,"<p>History in a bottle. Naturally made orange wine in a historic style that dominated most of history in Italy. 2011 is the current vintage (lots of resting), and its had time to develop some really interesting character and soften up. Quite unfiltered, with a funky yeasty note that opens into apricot, teas, spices, and tree fruits. Not super heavy bodied as this is from pinot grigio, but you’ll certainly sense the structure.</p>",Orange Wine,37.99,,,Y,4,,,,,Y,3,,Y,0,,Y,3,,,,,Y,0,,,,,Y,Y
KHBPXONYRFQMB33P2Q5GNWAR,Vikre Cedar Gin 750ml,Regular,862367000020,,Gin,39.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,N
GRVNWFFECPNH4ZXFJVSFIKL4,Villa One Reposado 750ml,Regular,811751020427,,Tequila,48.99,,,N,,,,,,Y,5,,Y,0,,N,,,,,,N,,,,,,Y,Y
3ZRMIW3KWARYHXAPLSIW63FI,Villa One Reposado 750ml,Regular,811751020427,,Tequila,48.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
2PD6HL4ENHEG674ZZ3IW4OHQ,Villa One Silver 750ml,Regular,811751020236,,Tequila,42.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
2BUFFF7SDKJW224SZAUKVSRO,Villa One Silver 750ml,Regular,811751020236,,Tequila,42.99,,,N,,,,,,N,,,,,,Y,0,,Y,0,,N,,,,,,Y,N
MUO3HIT6HLIWA2336I3DNPRG,Villa Picta Lambrusco 750mL,Regular,742488887215,,Bubbles,24.99,,,Y,0,,,,,Y,9,,,,,Y,0,,,,,Y,0,,,,,Y,N
377IUGXH4OTJCCBYKRXGIKJB,Villa Varda Blueberry 750ml,Regular,693599000652,,Liqueur,19.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
7Y7V6KMPAYEKRM4LO25V4XYB,Villa Varda Camomile 750ml,Regular,693599000621,,Liqueur,69.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
HMKHOR3Q2BD4WQIWW7F4NBYL,Villa Varda Lemon 750ml,Regular,693599000768,,Liqueur,19.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
245ABYUS42MIV2V4N6S7JMFO,Villarini Nero D'Avola 750ml,Regular,8008863059762,"<p>This wine tastes overall simple like dark juicy plums, a little blueberry, with some vanilla and chocolate warmth from oak. Full and lush without being flabby, a great &#34;any occasion&#34; wine. Organic grapes, cute label, lots to love. Not just a pretty bottle, though that never hurts!</p>",Red Old World,12.99,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
7LGQAR6ENXHWKGNU3RVSEPNT,Vinca Minor Cabernet Sauvignon 750ml,Regular,12412412411,,Red New World,32.99,,,Y,7,,,,,Y,6,,,,,Y,2,,,,,Y,0,,,,,Y,N
NDUBLLA3IA3CEOTHDVMKPM34,Vinca Minor Chardonnay 750ml,Regular,28628628622,,White,32.99,,,Y,,,,,,Y,6,,,,,Y,-1,,,,,Y,,,,,,Y,Y
YLXUDRSDOFJM2IN2ER75V6UN,Vinca Minor Light Red Blend 750ml,Regular,49749749766,,Red New World,26.99,,,Y,,,,,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y
XTSV66246I7SE74E5OVHAGEI,Vinca Minor Red Blend 750ml,Regular,69869869877,,Red New World,26.99,,,Y,4,,,,,Y,6,,,,,Y,,,,,,Y,,,,,,Y,Y
KW24JLRHA2ORWMIPCHWBX5W2,Vinca Minor Rose 750ml,Regular,2356457890567,,Rose,22.99,,,Y,5,,,,,Y,4,,,,,Y,0,,,,,Y,0,,,,,Y,Y
X4VTRBSJ5WA2LGJX6NZ3RGVQ,Vino De Montana 750ml,Regular,8437001429073,,Red Old World,18.99,,,Y,9,,Y,0,,Y,,,,,,Y,7,,,,,Y,0,,,,,Y,N
FGVKUOGQFQCKBYDJRWP4HSBL,Vintage Glassware,Regular,1234500000246,,Glassware,variable,,,Y,0,,Y,0,,Y,0,,,,,Y,,,,,,Y,,,,,,Y,N
JOT6PZXFFLHYBIGRD3LNOYLO,Vintage Spirits and Forgotten Cocktails,Regular,9781592535613,,Books,19.99,,,Y,2,,Y,0,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y
MMIFR55AIHMHA37RE7IHYKZJ,Violet Crown Elderflower Liqueur 750ml,Regular,866634000324,,Liqueur,24.99,,,Y,2,,Y,0,,Y,,,,,,Y,2,,,,,Y,13,,,,,Y,N
C5GTK6CD6PP4OWARM3LGNJHD,Violet Crown Emerald Absinthe 200ml,Regular,866634000379,,Absinthe,29.99,,,Y,10,,,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,N
OSVWZHBHST7GP5A67POKZZFI,Violet Crown Emerald Absinthe 750ml,Regular,866634000300,,Absinthe,99.99,,,Y,1,,,,,Y,,,,,,Y,2,,Y,0,,Y,13,,,,,Y,Y
YVGNXOFYN3DYJG4OUEC4VJC6,Violet Crown Jasmine Liqueur 750ml,Regular,866634000355,,Liqueur,24.99,,,Y,4,,,,,Y,,,,,,Y,1,,Y,0,,Y,18,,,,,Y,N
6C3SEINZ7PFFHTCI2A6KEVCP,Violet Crown Opal Absinthe 200ml,Regular,866634000362,,Absinthe,21.99,,,Y,,,,,,Y,3,,,,,Y,1,,Y,0,,Y,0,,,,,Y,Y
TSTN2N3D3E52LSGP2GFKPAIY,Violet Crown Opal Absinthe 750ml,Regular,866634000317,,Absinthe,63.99,,,Y,1,,,,,Y,1,,,,,Y,1,,Y,0,,Y,5,,,,,Y,Y
JFXPD5TXGT567XK5P234IMON,Violet Crown Variety Pack,Regular,850018506076,,Liqueur,27.99,,,Y,,,,,,Y,3,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
DY2UCAWFU44TOROAKZBA65OS,Viski Citrus Grater,Regular,123610,,Bar Tools,13.00,,,Y,,,,,,Y,8,,Y,0,,Y,,,,,,Y,0,,,,,Y,Y
BBZKP5C3RXAK54VYJC72E22H,Viski Cleaning Towel,Regular,842094154753,,Bar Tools,7.99,,,Y,0,,,,,Y,5,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
KC3GHEJTIBOT6WXJWUJNYZJO,Viski Cobbler Shaker Black,Regular,842094157815,,Bar Tools,30.00,,,Y,0,,,,,Y,1,,Y,0,,Y,7,,,,,Y,0,,,,,Y,Y
GEGACHQISVVYAYHCK4H7TRWB,Viski Glacier Rocks,Regular,876718023491,,Bar Tools,15.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
MIOZ3WWHQT7ZKGU2D23NNYFB,Viski Hawthorne Strainer Black,Regular,123612,,Bar Tools,18.00,,,Y,24,,,,,Y,19,,,,,Y,6,,Y,0,,Y,0,,,,,Y,N
FLXQMYNETZZQMTY6SIUUIIU7,Viski Hawthorne Strainer Copper,Regular,123888,,Bar Tools,18.00,,,Y,25,,,,,Y,22,,Y,0,,Y,,,,,,Y,0,,,,,Y,Y
H4EYF6ZSG222KOQQZZWQX2KI,Viski Hawthorne Strainer Gold,Regular,123782,,Bar Tools,18.00,,,Y,,,,,,Y,34,,,,,Y,11,,Y,0,,Y,0,,,,,Y,Y
4ZZZWUUOM2D52PSZTVZ2NETA,Viski Hawthorne Strainer Stainless,Regular,123615,,Bar Tools,16.00,,,Y,29,,Y,0,,Y,,,,,,Y,,,,,,Y,7,,,,,Y,Y
LNPHUSCYMEQ3GVZLPIDKCGMU,Viski Heavyweight Cobbler Shaker,Regular,876718042843,,Bar Tools,30.00,,,Y,2,,,,,Y,14,,Y,0,,Y,7,,,,,Y,0,,,,,Y,Y
O5NHNXOLXF6RRZWIKO5L6OIE,Viski Japanese Jigger .75-1.25oz Gold,Regular,321456,,Bar Tools,14.00,,,Y,,,,,,Y,0,,Y,0,,Y,2,,,,,Y,0,,,,,Y,Y
XYWY6R7VPYIQMSR6EF7YCWZW,Viski Japanese Jigger 1-2 oz Black,Regular,123617,,Bar Tools,18.00,,,Y,9,,Y,0,,Y,3,,,,,Y,7,,,,,Y,0,,,,,Y,Y
SN4LVO3PCZ7GXRY35J33NR3D,Viski Japanese Jigger 1-2 oz Copper,Regular,123618,,Bar Tools,18.00,,,Y,8,,Y,0,,Y,7,,,,,Y,17,,,,,Y,0,,,,,Y,Y
6WKPNLJ26C7VNXS4YDK4AIDL,Viski Japanese Jigger 1-2 oz Gold,Regular,123619,,Bar Tools,18.00,,,Y,,,,,,Y,18,,Y,0,,Y,7,,,,,Y,0,,,,,Y,Y
65PLCW2MXXS2IRSW22N7MHLV,Viski Japanese Jigger 1-2 oz Stainless,Regular,123620,,Bar Tools,12.00,,,Y,28,,,,,Y,8,,,,,Y,23,,Y,0,,Y,2,,,,,Y,Y
S3SYSQ3DVIMN3XYFIOHWLV5E,Viski Leopold Jigger Black,Regular,123621,,Bar Tools,27.00,,,Y,11,,,,,Y,19,,Y,0,,Y,6,,,,,Y,0,,,,,Y,Y
NQOXCX6GSEGTIZXBUU7IJ5CQ,Viski Leopold Jigger Copper,Regular,123622,,Bar Tools,27.00,,,Y,,,,,,Y,21,,,,,Y,11,,Y,0,,Y,0,,,,,Y,Y
74T64FVZZADS4FHGXJRRRTMH,Viski Leopold Jigger Gold,Regular,123623,,Bar Tools,27.00,,,Y,,,,,,Y,18,,,,,Y,9,,Y,0,,Y,0,,,,,Y,Y
3G3KVM5ENTVJ7XULDDLTUSWW,Viski Leopold Jigger stainless,Regular,123624,,Bar Tools,22.00,,,Y,7,,,,,Y,26,,,,,Y,6,,Y,0,,Y,3,,,,,Y,Y
H5MFIHB4KVBPBM7N4RTKIFPA,Viski Lewis Bag and Mallet,Regular,876718043710,,Bar Tools,24.00,,,Y,,,,,,Y,6,,,,,Y,11,,Y,0,,Y,0,,,,,Y,Y
FTT6DRGEQOZAIUWU64TT2VHO,Viski Mesh Cocktail Strainer,Regular,876718043598,,Bar Tools,12.00,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
R3FQXIZMHTBV6DFRN3HHVH6F,Viski Mixing Beaker 500ml,Regular,876718043215,,Bar Tools,25.00,,,Y,18,,,,,Y,16,,Y,0,,Y,,,,,,Y,11,,,,,Y,Y
RYXJXP5ZUP56743NKZHOPHS2,Viski Pitchfork Ice Pick,Regular,791090528139,,Bar Tools,19.99,,,Y,10,,,,,Y,13,,,,,Y,2,,,,,Y,0,,,,,Y,Y
IYG3AJY2AEBVZJXCJK27UHT4,Viski Stemmed Mixing Glass,Regular,842094164325,,Bar Tools,20.00,,,Y,4,,Y,0,,Y,,,,,,Y,1,,,,,Y,0,,,,,Y,N
GHIKX33L3U5G63CEORX7WL5J,Viski Teardrop Barspoon 40cm Black,Regular,123628,,Bar Tools,29.00,,,Y,15,,,,,Y,19,,Y,0,,Y,,,,,,Y,0,,,,,Y,Y
MZ7VKFXFLF3PJ6G7BYV3FEBF,Viski Teardrop Barspoon 40cm Copper,Regular,123629,,Bar Tools,29.00,,,Y,,,,,,Y,38,,,,,Y,12,,Y,0,,Y,0,,,,,Y,Y
72LU5R62SZ7GF6TOYG63AAPY,Viski Teardrop Barspoon 40cm Gold,Regular,123630,,Bar Tools,29.00,,,Y,18,,,,,Y,27,,,,,Y,10,,Y,0,,Y,0,,,,,Y,Y
6OCJ2I4NNY4CXLZP7JR6LIVX,Viski Teardrop Barspoon 40cm Stainless,Regular,123631,,Bar Tools,24.00,,,Y,12,,Y,0,,Y,29,,,,,Y,20,,,,,Y,6,,,,,Y,N
R2ERU63JP446766OPHWWMDUT,Viski Trident Barspoon 40cm Stainless,Regular,123632,,Bar Tools,18.00,,,Y,1,,,,,Y,7,,,,,Y,0,,,,,Y,0,,,,,Y,Y
H7QPFX5PWCVA6KBBDIKQEBNL,Vit Vane Sorta Sweet Red 750ml,Regular,836206002759,,Red New World,8.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
7C4FVRZHDWRLTJG6XTFQWERD,Vit Vane Sorta Sweet White 750ml,Regular,6009801510385,,White,8.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
XNLQR56PX4QP2YCZE2E47T5Q,Viva Tequila,Regular,9780292722941,,Books,35.00,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
6ONNY2FCW3P4NGDVKV6EWBLB,Volans Blanco 750ml,Regular,867615000418,,Tequila,49.99,,,Y,2,,,,,Y,3,,,,,Y,0,,,,,Y,8,,,,,Y,Y
SZS6EHBD643SVFVUDF7EH22X,Volans Extra Anejo 750ml,Regular,867615000401,,Tequila,125.99,,,Y,0,,,,,Y,3,,,,,Y,4,,,,,Y,3,,,,,Y,Y
U5O4DQBLVWIQWGEPNRHTC7XA,Volans Reposado 750ml,Regular,867615000432,,Tequila,57.99,,,Y,0,,,,,Y,4,,,,,Y,4,,,,,Y,5,,,,,Y,Y
GE3NEYBCOJIJVRIWUWXULVQZ,Volcan Blanco 750ml,Regular,081753829414,,Tequila,49.99,,,Y,1,,,,,Y,6,,Y,0,,Y,4,,,,,Y,47,,,,,Y,Y
CESO6AAPG2V2CDJRIWGCYHB4,Volcan Cristalino Anejo 750ml,Regular,081753829407,,Tequila,65.99,,,Y,,,,,,Y,2,,,,,Y,4,,Y,0,,Y,19,,,,,Y,Y
EDXLOJ5HJPTWFTG3PRB2E4QU,Volcan Reposado 750ml,Regular,081753833589,,Tequila,54.99,,,N,7,,,,,N,,,,,,Y,7,,Y,0,,N,,,,,,Y,N
HWNLMDJ362DRKP3APDKZNI6X,Volcan Reposado 750ml,Regular,081753833589,,Tequila,54.99,,,Y,7,,Y,0,,Y,5,,,,,Y,7,,,,,Y,10,,,,,Y,Y
2I2NBTVH2WJ3NUQLWSJLKKT7,Volcanalia Marameo 750ml,Regular,709081489772,,White,21.99,,,Y,1,,,,,Y,3,,,,,Y,2,,,,,Y,0,,,,,Y,N
JHHWK77PNVLA2RMC3K5GXTSH,Vollereaux Brut 375ml,Regular,086785761060,,Bubbles,21.99,,,Y,15,,Y,0,,Y,15,,,,,Y,22,,,,,Y,0,,,,,Y,Y
5ISUY6M4WMUB45V6PZSPPX2V,Volstead Vodka 750ml,Regular,853507000093,,Vodka,22.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
QQAFIWQ4PIUULV6Q6LCM7FWN,Wahaka Botaniko 750ml,Regular,7503016186223,,Mezcal,84.99,,,Y,0,,Y,0,,Y,1,,,,,Y,2,,,,,Y,6,,,,,Y,Y
MWVD55KEQTEJJM764UGE5T3W,Wahaka Ensamble En Barro 750ml,Regular,7503016186414,,Mezcal,122.99,,,Y,0,,,,,Y,2,,,,,Y,1,,,,,Y,6,,,,,Y,Y
43XSYWCPIQXVEG62J3FZ3C4G,Wahaka Espadin 750ml,Regular,7503016186018,,Mezcal,38.99,,,Y,0,,,,,Y,0,,,,,Y,0,,Y,0,,Y,11,,,,,Y,Y
YZ42J6XM6ZA3JXSLNNAUOCES,Wahaka Espadin Manzanita 750ml,Regular,7503016186230,,Mezcal,105.99,,,Y,1,,,,,Y,0,,,,,Y,0,,Y,0,,Y,4,,,,,Y,Y
OTJ5OMDWTFW3GIWTDNOWBE3U,Wahaka Jabali 750ml,Regular,7503016186162,,Mezcal,132.99,,,Y,0,,,,,Y,1,,,,,Y,2,,,,,Y,6,,,,,Y,Y
TUS5BWDORJNBQ4MYRQZ745W7,Wahaka Tepeztate 750ml,Regular,7503016186179,,Mezcal,132.99,,,Y,0,,,,,Y,1,,,,,Y,1,,,,,Y,6,,,,,Y,Y
3M4EOEDHF2TXSILQ3OM2EYRM,Walter Buchegger Riesling 750ml,Regular,9120041093852,"<p>Dry Austrian riesling, how nifty! Riesling I think most people associate with off-dry wines; this is bone dry. A profound wine that I&#39;m super stoked to see us carrying. A sustainable/organic producer!</p><p>It&#39;s got a lovely floral and honeyed ripe white fruit aroma, with steel-like minerality and a little more body than German offerings. Great with delicate foods!</p>",White,21.99,,,Y,3,,,,,Y,12,,,,,Y,11,,Y,0,,Y,0,,,,,Y,N
2HDEUYPFFXJUJAJ2JHWN62YR,Warre Tawny Otima 10y 500ml,Regular,089419003161,,Fortified,24.99,,,Y,4,,,,,Y,3,,Y,0,,Y,5,,,,,Y,6,,,,,Y,Y
MUQXTPFQCDX6JLWYQZIKVF2D,Warre Tawny Otima 10y 500ml,Regular,089419003161,,Fortified,24.99,,,N,,,,,,N,,,,,,Y,5,,Y,0,,N,,,,,,Y,N
KZIYMH3BAR2M4TQDKVEJWAOG,Warre Tawny Otima 10y 500ml,Regular,89419003161,,Fortified,24.99,,,Y,5,,,,,N,,,,,,N,,,,,,N,,,,,,Y,Y
VQMPLWRWBIFPAO5UYXYQWAMH,Warre Tawny Otima 20y 500ml,Regular,089419003178,,Fortified,49.99,,,N,,,,,,Y,1,,Y,0,,N,,,,,,N,,,,,,Y,Y
H7S5WWSYOMPSWBQAJYIDL3RG,Warre Tawny Otima 20y 500ml,Regular,89419003178,,Fortified,49.99,,,Y,2,,,,,N,,,,,,N,,,,,,N,,,,,,Y,N
GCQO22WXTAIMDTWF5CODIIKZ,Warre Tawny Otima 20y 500ml,Regular,089419003178,,Fortified,49.99,,,Y,2,,,,,N,,,,,,Y,6,,,,,Y,9,,,,,Y,N
UB6LTHA7GM7M5X3CRMTL3VSH,Water 20oz,Regular,022592008578,,Non Alcoholic Beverage,0.99,,,Y,3,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,N
CCZPKJ32YMDW62W233ANQPUM,Waterford Biodynamic Luna 1.1 750ml,Regular,5391536631406,,Whiskey Irish,121.99,,,Y,1,,,,,Y,0,,,,,Y,0,,,,,Y,9,,,,,Y,N
EU7GMVMISJNBWDOA5HLP7D7N,Waterford Organic Gaia 1.1 750ml,Regular,5391536630270,,Whiskey Irish,114.99,,,Y,1,,Y,0,,Y,1,,,,,Y,1,,,,,Y,6,,,,,Y,Y
YAGQ2EXHHUUHRJ2OPXQMZ7AX,Waterford The Cuvee 750ml,Regular,5391536631222,,Whiskey Irish,109.99,,,Y,0,,,,,Y,1,,,,,Y,0,,,,,Y,3,,,,,Y,N
BO7JAQLFGI75NONUE2JFRXFP,Waterord Dunmore 750ml,Regular,5391536630331,,Whiskey Irish,99.99,,,Y,1,,,,,Y,,,,,,Y,1,,Y,0,,Y,10,,,,,Y,Y
VGDYJVYVQ2G3VZX6HTJ3OXBT,Waterord Rathclogh 750ml,Regular,5391536630317,,Whiskey Irish,99.99,,,Y,1,,,,,Y,1,,Y,0,,Y,,,,,,Y,3,,,,,Y,Y
7VK2MQFICHTEN3AZPSAITPE4,Wattie Boone American 7y 750ml,Regular,852543006151,,Whiskey Bourbon/American,79.99,,,Y,0,,,,,Y,3,,,,,Y,1,,,,,Y,0,,,,,Y,Y
FXL6JEZXBTPBVOUSIADWX6H3,Wee Chef Chardonnay 750ml,Regular,56565656,,White,28.99,,,Y,11,,,,,Y,11,,,,,Y,12,,,,,Y,0,,,,,Y,Y
KSCSUJQ2CIUP7F3RPSQ764CY,Weihenstephaner Braupakt Bottles 6 Pack,Regular,752245122824,,Imp Beer,12.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,N
UQ6V4RCHTFRDHFJLSFJN672K,Weller 107 1.75L,Regular,88004025625,,Whiskey Bourbon/American,49.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
V6RHIDZBAUAN6AZ6V365YVXZ,Weller 107 1L,Regular,88004025632,,Whiskey Bourbon/American,34.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
2N5ZPMOUHONDXLLR6AIC4G6N,Weller 107 750ml,Regular,088004025649,,Whiskey Bourbon/American,54.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,2,,,,,Y,Y
3ZUP6DGZSMIIHDSKJW3SE6YY,Weller 107 Moonshine Barrel 750ml,Regular,088004025107,,Whiskey Bourbon/American,59.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
UZAVSE5SGIUEZGK3NCJBB3AB,Weller 12y 1.75L,Regular,88004027728,,Whiskey Bourbon/American,56.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
